,Flight_ID,Source_Airport,Dest_Airport,Dep_Time,Arr_Time,Dep_Date,Arr_Date
15003,28415,12,14,7,23,16,16
15500,28912,12,19,7,3,16,17
15279,28691,14,7,7,20,16,16
15654,29066,14,16,7,21,16,16
15068,28480,15,2,7,14,16,16
15512,28924,15,9,7,1,16,17
15586,28998,15,27,7,23,16,16
15674,29086,15,16,7,13,16,16
15855,29267,15,12,7,6,16,17
15846,29258,16,26,7,12,16,16
15416,28828,17,19,7,22,16,16
15161,28573,18,1,7,17,16,16
15125,28537,21,15,7,8,16,16
15228,28640,21,23,7,9,16,16
15236,28648,21,8,7,5,16,17
15268,28680,21,9,7,4,16,17
15496,28908,21,27,7,20,16,16
15168,28580,22,23,7,20,16,16
15257,28669,22,4,7,14,16,16
15034,28446,23,13,7,6,16,17
15338,28750,23,16,7,17,16,16
15132,28544,24,30,7,24,16,16
15542,28954,24,7,7,21,16,16
15710,29122,24,13,7,8,16,16
15359,28771,25,8,7,13,16,16
15145,28557,26,20,7,14,16,16
15478,28890,27,19,7,22,16,16
15394,28806,28,22,7,5,16,17
15766,29178,28,27,7,21,16,16
15088,28500,29,23,7,10,16,16
15314,28726,30,6,7,12,16,16
15798,29210,30,4,7,14,16,16
15251,28663,1,22,8,4,16,17
15591,29003,1,17,8,4,16,17
15108,28520,3,4,8,17,16,16
15628,29040,3,2,8,14,16,16
15650,29062,4,3,8,23,16,16
15140,28552,5,8,8,11,16,16
15101,28513,6,23,8,19,16,16
15214,28626,9,13,8,17,16,16
15701,29113,9,6,8,20,16,16
15563,28975,10,17,8,19,16,16
15229,28641,11,3,8,3,16,17
15287,28699,11,13,8,19,16,16
15723,29135,12,18,8,24,16,16
15729,29141,12,14,8,18,16,16
15588,29000,14,21,8,22,16,16
15058,28470,16,19,8,11,16,16
15841,29253,16,8,8,24,16,16
15052,28464,17,2,8,22,16,16
15086,28498,17,29,8,9,16,16
15887,29299,17,13,8,9,16,16
15574,28986,18,24,8,3,16,17
15658,29070,19,14,8,16,16,16
15946,29358,20,27,8,16,16,16
15330,28742,22,6,8,18,16,16
15173,28585,23,20,8,4,16,17
15835,29247,24,28,8,22,16,16
15732,29144,25,22,8,3,16,17
15926,29338,25,12,8,15,16,16
15373,28785,26,20,8,11,16,16
15793,29205,26,21,8,19,16,16
15821,29233,26,15,8,22,16,16
15129,28541,27,26,8,6,16,17
15581,28993,27,17,8,3,16,17
15075,28487,28,22,8,11,16,16
15411,28823,28,17,8,10,16,16
15886,29298,28,11,8,9,16,16
15967,29379,28,20,8,12,16,16
15256,28668,29,21,8,4,16,17
15488,28900,29,30,8,11,16,16
15649,29061,29,15,8,1,16,17
15983,29395,29,4,8,22,16,16
15160,28572,30,2,8,5,16,17
15704,29116,1,27,9,13,16,16
15796,29208,1,19,9,20,16,16
15292,28704,2,3,9,4,16,17
15389,28801,2,29,9,17,16,16
15082,28494,3,23,9,15,16,16
15537,28949,3,29,9,14,16,16
15583,28995,3,10,9,20,16,16
15829,29241,3,10,9,6,16,17
15302,28714,5,4,9,5,16,17
15337,28749,6,29,9,8,16,17
15978,29390,6,3,9,13,16,16
14988,28400,8,22,9,23,16,16
15920,29332,8,1,9,21,16,16
15688,29100,9,24,9,16,16,16
15858,29270,10,18,9,11,16,16
15927,29339,10,26,9,23,16,16
15291,28703,11,9,9,11,16,16
15095,28507,12,2,9,23,16,16
15519,28931,13,9,9,11,16,16
15104,28516,15,17,9,22,16,16
15276,28688,15,2,9,8,16,17
15407,28819,15,7,9,18,16,16
15819,29231,15,2,9,24,16,16
15237,28649,17,14,9,12,16,16
15275,28687,17,16,9,2,16,17
15219,28631,18,11,9,1,16,17
15522,28934,18,30,9,17,16,16
15184,28596,19,13,9,14,16,16
15226,28638,19,3,9,11,16,16
15866,29278,19,17,9,5,16,17
15079,28491,23,30,9,12,16,16
15572,28984,23,19,9,11,16,16
15883,29295,23,19,9,3,16,17
15112,28524,24,8,9,2,16,17
15675,29087,24,4,9,18,16,16
15467,28879,25,30,9,14,16,16
15818,29230,25,24,9,21,16,16
15174,28586,26,18,9,10,16,16
15278,28690,26,17,9,24,16,16
15902,29314,26,25,9,5,16,17
15614,29026,28,4,9,18,16,16
15693,29105,28,4,9,18,16,16
15810,29222,28,5,9,6,16,17
15100,28512,29,27,9,2,16,17
15779,29191,29,20,9,24,16,16
15687,29099,30,19,9,17,16,16
15892,29304,30,6,9,21,16,16
15294,28706,2,19,10,11,16,16
15864,29276,2,27,10,7,16,17
15288,28700,4,21,10,9,16,17
15430,28842,4,24,10,7,16,17
15907,29319,8,10,10,16,16,16
15014,28426,11,20,10,23,16,16
15250,28662,11,30,10,24,16,16
15601,29013,11,24,10,18,16,16
15971,29383,12,22,10,9,16,17
15191,28603,13,26,10,18,16,16
15353,28765,13,22,10,6,16,17
15008,28420,14,13,10,19,16,16
15316,28728,14,1,10,17,16,16
15867,29279,15,7,10,24,16,16
15030,28442,16,7,10,23,16,16
15155,28567,16,18,10,9,16,17
15982,29394,17,15,10,11,16,16
15004,28416,18,15,10,15,16,16
15107,28519,20,9,10,13,16,16
15368,28780,21,25,10,8,16,17
15811,29223,22,25,10,6,16,17
15347,28759,23,7,10,23,16,16
15159,28571,24,23,10,1,16,17
15804,29216,24,30,10,17,16,16
15517,28929,25,18,10,21,16,16
15280,28692,26,14,10,16,16,16
15532,28944,26,2,10,13,16,16
15890,29302,26,28,10,13,16,16
15263,28675,27,10,10,20,16,16
15633,29045,27,6,10,13,16,16
15881,29293,29,12,10,23,16,16
15364,28776,2,30,11,16,16,16
15356,28768,4,5,11,22,16,16
15702,29114,5,21,11,13,16,16
15750,29162,5,7,11,12,16,16
15778,29190,5,23,11,17,16,16
15093,28505,6,4,11,18,16,16
15286,28698,6,24,11,12,16,16
15439,28851,6,7,11,18,16,16
15604,29016,6,5,11,18,16,16
15252,28664,7,11,11,2,16,17
15466,28878,7,26,11,3,16,17
15955,29367,7,15,11,10,16,17
15895,29307,8,10,11,19,16,16
15190,28602,9,26,11,3,16,17
15395,28807,9,8,11,12,16,16
15016,28428,12,2,11,24,16,16
15213,28625,12,14,11,2,16,17
15166,28578,13,9,11,13,16,16
15495,28907,17,25,11,7,16,17
15408,28820,18,26,11,17,16,16
15446,28858,19,30,11,7,16,17
15643,29055,20,18,11,16,16,16
15945,29357,20,26,11,12,16,16
15457,28869,21,2,11,1,16,17
15564,28976,21,11,11,18,16,16
15274,28686,22,24,11,4,16,17
15530,28942,22,3,11,24,16,16
15592,29004,22,17,11,21,16,16
15669,29081,22,9,11,14,16,16
15565,28977,23,17,11,10,16,17
15780,29192,25,15,11,23,16,16
15036,28448,26,11,11,5,16,17
15842,29254,26,11,11,15,16,16
15117,28529,28,12,11,10,16,17
15703,29115,29,12,11,2,16,17
15039,28451,30,26,11,22,16,16
15311,28723,1,29,12,17,16,16
15085,28497,2,8,12,22,16,16
15968,29380,2,16,12,9,16,17
15049,28461,3,20,12,22,16,16
15026,28438,5,23,12,4,16,17
15099,28511,5,13,12,3,16,17
15183,28595,5,23,12,4,16,17
15596,29008,7,17,12,9,16,17
15636,29048,7,15,12,20,16,16
15207,28619,8,15,12,15,16,16
15538,28950,8,6,12,3,16,17
15225,28637,9,24,12,22,16,16
15924,29336,9,12,12,19,16,16
15269,28681,10,22,12,3,16,17
15172,28584,12,28,12,18,16,16
15077,28489,13,11,12,2,16,17
15083,28495,14,17,12,7,16,17
15089,28501,14,4,12,20,16,16
15255,28667,14,19,12,11,16,17
15908,29320,14,12,12,15,16,16
15027,28439,20,5,12,15,16,16
15525,28937,21,1,12,4,16,17
15555,28967,21,3,12,18,16,16
15220,28632,22,6,12,13,16,16
15759,29171,22,29,12,23,16,16
15807,29219,22,7,12,1,16,17
15452,28864,23,19,12,3,16,17
15209,28621,24,2,12,15,16,16
15224,28636,24,23,12,21,16,16
15040,28452,25,20,12,7,16,17
15374,28786,25,13,12,5,16,17
15460,28872,25,30,12,14,16,16
15333,28745,28,2,12,23,16,16
15797,29209,29,3,12,17,16,16
15952,29364,29,4,12,9,16,17
15471,28883,30,22,12,9,16,17
15761,29173,30,14,12,5,16,17
15176,28588,2,11,13,1,16,17
15215,28627,2,26,13,7,16,17
15419,28831,2,19,13,18,16,16
15695,29107,3,9,13,17,16,16
15429,28841,5,19,13,24,16,16
15676,29088,5,7,13,5,16,17
15898,29310,5,13,13,23,16,16
15018,28430,6,11,13,16,16,16
15637,29049,6,20,13,16,16,16
15652,29064,6,20,13,10,16,17
15830,29242,6,13,13,4,16,17
15216,28628,7,28,13,18,16,16
15231,28643,7,17,13,20,16,16
15483,28895,10,14,13,23,16,16
14997,28409,11,26,13,17,16,16
15433,28845,11,5,13,7,16,17
15063,28475,14,11,13,1,16,17
15577,28989,14,29,13,4,16,17
15918,29330,15,12,13,5,16,17
15335,28747,17,8,13,24,16,16
15201,28613,18,16,13,14,16,16
15567,28979,18,25,13,19,16,16
15501,28913,19,14,13,6,16,17
15853,29265,19,2,13,18,16,16
15199,28611,20,2,13,24,16,16
15324,28736,20,23,13,15,16,16
15520,28932,20,11,13,16,16,16
15648,29060,21,2,13,16,16,16
15667,29079,21,20,13,6,16,17
15221,28633,22,3,13,6,16,17
15456,28868,22,5,13,22,16,16
15718,29130,22,5,13,20,16,16
15245,28657,23,22,13,15,16,16
15859,29271,24,12,13,23,16,16
15560,28972,26,28,13,3,16,17
15709,29121,28,4,13,18,16,16
15597,29009,29,14,13,19,16,16
15332,28744,1,29,14,17,16,16
15148,28560,4,29,14,18,16,16
15271,28683,4,13,14,19,16,16
15243,28655,5,17,14,9,16,17
15403,28815,5,19,14,24,16,16
15713,29125,5,4,14,18,16,16
15559,28971,6,24,14,23,16,16
15825,29237,6,7,14,22,16,16
15933,29345,6,30,14,6,16,17
15473,28885,8,14,14,11,16,17
15210,28622,10,30,14,18,16,16
15673,29085,11,20,14,2,16,17
15726,29138,11,4,14,24,16,16
15232,28644,13,14,14,19,16,16
15413,28825,14,21,14,19,16,16
15888,29300,15,4,14,5,16,17
15181,28593,16,20,14,9,16,17
15434,28846,16,15,14,7,16,17
15038,28450,17,4,14,17,16,16
15979,29391,17,15,14,9,16,17
15012,28424,18,28,14,19,16,16
15118,28530,18,20,14,22,16,16
15499,28911,18,19,14,2,16,17
15629,29041,18,13,14,7,16,17
15103,28515,19,16,14,24,16,16
15548,28960,19,22,14,19,16,16
15722,29134,19,3,14,17,16,16
15120,28532,20,25,14,15,16,16
15249,28661,20,12,14,19,16,16
15440,28852,20,2,14,9,16,17
15504,28916,20,22,14,17,16,16
15516,28928,21,10,14,9,16,17
15051,28463,22,17,14,18,16,16
15663,29075,22,12,14,23,16,16
15605,29017,23,1,14,17,16,16
15149,28561,24,15,14,16,16,16
15690,29102,24,27,14,11,16,17
15765,29177,24,15,14,15,16,16
15349,28761,28,8,14,16,16,16
15486,28898,28,17,14,24,16,16
15760,29172,28,17,14,11,16,17
15202,28614,29,12,14,4,16,17
15390,28802,29,2,14,7,16,17
15772,29184,29,30,14,5,16,17
15568,28980,30,9,14,3,16,17
15795,29207,30,1,14,16,16,16
15384,28796,1,13,15,19,16,16
15422,28834,1,3,15,13,16,17
15435,28847,1,27,15,23,16,16
15928,29340,1,29,15,12,16,17
15698,29110,2,18,15,5,16,17
15833,29245,2,17,15,2,16,17
15869,29281,2,9,15,22,16,16
15171,28583,3,15,15,23,16,16
15319,28731,3,7,15,12,16,17
15421,28833,3,27,15,12,16,17
15837,29249,3,16,15,17,16,16
15254,28666,4,29,15,11,16,17
15814,29226,4,5,15,23,16,16
15823,29235,4,1,15,14,16,17
15849,29261,4,7,15,7,16,17
15527,28939,5,26,15,13,16,17
15910,29322,5,6,15,7,16,17
15310,28722,7,25,15,20,16,16
15462,28874,7,2,15,12,16,17
15238,28650,10,7,15,8,16,17
15491,28903,10,24,15,19,16,16
15487,28899,13,1,15,18,16,16
15307,28719,14,18,15,19,16,16
15477,28889,14,22,15,18,16,16
15185,28597,15,5,15,16,16,16
15459,28871,15,8,15,3,16,17
14998,28410,16,5,15,8,16,17
15503,28915,16,6,15,17,16,16
15554,28966,16,4,15,11,16,17
15186,28598,17,21,15,7,16,17
15378,28790,17,12,15,22,16,16
15023,28435,18,23,15,7,16,17
15094,28506,18,15,15,23,16,16
15284,28696,18,17,15,13,16,17
15350,28762,18,16,15,11,16,17
15735,29147,18,25,15,14,16,17
15913,29325,18,25,15,24,16,16
15182,28594,20,29,15,2,16,17
15428,28840,20,24,15,19,16,16
15550,28962,20,19,15,7,16,17
15792,29204,22,11,15,8,16,17
15377,28789,24,14,15,9,16,17
15790,29202,24,11,15,13,16,17
15670,29082,25,11,15,10,16,17
15066,28478,28,27,15,17,16,16
15961,29373,28,13,15,3,16,17
15692,29104,29,25,15,10,16,17
15113,28525,30,23,15,18,16,16
15498,28910,30,7,15,17,16,16
15535,28947,1,27,16,10,16,17
15594,29006,1,29,16,21,16,16
15681,29093,6,29,16,5,16,17
15897,29309,6,8,16,10,16,17
14987,28399,7,3,16,7,16,17
15579,28991,7,10,16,18,16,16
15932,29344,7,17,16,12,16,17
15029,28441,8,16,16,3,16,17
15593,29005,8,9,16,15,16,17
15632,29044,8,1,16,22,16,16
15940,29352,8,30,16,19,16,16
15175,28587,9,8,16,23,16,16
15206,28618,12,14,16,21,16,16
15392,28804,12,17,16,24,16,16
15689,29101,16,13,16,24,16,16
15891,29303,16,20,16,17,16,16
15246,28658,18,5,16,20,16,16
15281,28693,18,11,16,24,16,16
15957,29369,19,18,16,21,16,16
15388,28800,20,21,16,11,16,17
15293,28705,21,18,16,1,16,17
15536,28948,21,16,16,22,16,16
15557,28969,21,25,16,3,16,17
15631,29043,22,21,16,23,16,16
15073,28485,23,16,16,14,16,17
15426,28838,23,17,16,13,16,17
15615,29027,23,21,16,12,16,17
15873,29285,23,28,16,3,16,17
15009,28421,26,7,16,18,16,16
15119,28531,26,18,16,21,16,16
15218,28630,26,1,16,4,16,17
15244,28656,26,19,16,8,16,17
15331,28743,26,15,16,7,16,17
15808,29220,27,21,16,22,16,16
15771,29183,29,7,16,18,16,16
15751,29163,1,2,17,24,16,16
15868,29280,1,29,17,2,16,17
15387,28799,3,1,17,24,16,16
15399,28811,3,22,17,16,16,17
15556,28968,3,30,17,4,16,17
15812,29224,3,28,17,5,16,17
15863,29275,4,22,17,19,16,16
15972,29384,4,17,17,9,16,17
15258,28670,5,6,17,19,16,16
15328,28740,5,24,17,7,16,17
15584,28996,5,4,17,3,16,17
14986,28398,6,27,17,13,16,17
15315,28727,6,23,17,19,16,16
15706,29118,7,2,17,20,16,16
15074,28486,9,19,17,21,16,16
15734,29146,10,6,17,20,16,16
15031,28443,11,8,17,20,16,16
15805,29217,12,11,17,4,16,17
15931,29343,12,19,17,13,16,17
15415,28827,13,21,17,10,16,17
15163,28575,14,29,17,3,16,17
15492,28904,14,3,17,13,16,17
15239,28651,18,15,17,1,16,17
15546,28958,19,17,17,10,16,17
15820,29232,19,23,17,8,16,17
15024,28436,20,11,17,11,16,17
15162,28574,20,14,17,7,16,17
15770,29182,20,11,17,4,16,17
15514,28926,22,4,17,9,16,17
15871,29283,22,23,17,5,16,17
15481,28893,23,22,17,11,16,17
15680,29092,23,28,17,1,16,17
15787,29199,23,5,17,15,16,17
15815,29227,24,20,17,13,16,17
15862,29274,25,8,17,16,16,17
15513,28925,26,7,17,10,16,17
15949,29361,27,28,17,1,16,17
15624,29036,28,19,17,9,16,17
15896,29308,28,18,17,18,16,16
15951,29363,28,16,17,6,16,17
15745,29157,29,27,17,24,16,16
15445,28857,2,14,18,11,16,17
14999,28411,3,10,18,19,16,16
15345,28757,3,11,18,12,16,17
15130,28542,4,29,18,16,16,17
15203,28615,5,21,18,24,16,16
15962,29374,5,12,18,7,16,17
15065,28477,6,20,18,8,16,17
15143,28555,6,24,18,24,16,16
15450,28862,8,6,18,19,16,16
15665,29077,8,24,18,20,16,16
15809,29221,8,27,18,10,16,17
15240,28652,10,3,18,4,16,17
15741,29153,10,30,18,1,16,17
15925,29337,10,1,18,14,16,17
15211,28623,11,4,18,14,16,17
15432,28844,11,15,18,2,16,17
15613,29025,11,21,18,3,16,17
15822,29234,11,8,18,21,16,16
15776,29188,12,7,18,17,16,17
15334,28746,13,24,18,12,16,17
15351,28763,13,1,18,15,16,17
15587,28999,13,1,18,9,16,17
14992,28404,15,13,18,11,16,17
15043,28455,17,26,18,23,16,16
15916,29328,17,4,18,12,16,17
15273,28685,18,21,18,7,16,17
15326,28738,20,2,18,6,16,17
15784,29196,20,14,18,14,16,17
15573,28985,21,25,18,4,16,17
15348,28760,22,2,18,11,16,17
15694,29106,23,13,18,1,16,17
15011,28423,24,2,18,16,16,17
15655,29067,24,13,18,7,16,17
15684,29096,26,28,18,6,16,17
15754,29166,26,8,18,21,16,16
15212,28624,28,9,18,6,16,17
15828,29240,29,2,18,21,16,16
15032,28444,30,21,18,9,16,17
15545,28957,1,20,19,11,16,17
15838,29250,1,6,19,16,16,17
15165,28577,3,18,19,18,16,17
15656,29068,3,20,19,22,16,16
15666,29078,3,1,19,11,16,17
15607,29019,4,24,19,1,16,17
15644,29056,5,25,19,16,16,17
15106,28518,7,19,19,11,16,17
15453,28865,7,26,19,24,16,16
15109,28521,11,5,19,5,16,17
15953,29365,13,2,19,9,16,17
15266,28678,14,15,19,10,16,17
15098,28510,15,11,19,1,16,17
15305,28717,15,26,19,15,16,17
15493,28905,16,24,19,5,16,17
15050,28462,19,2,19,21,16,16
15915,29327,19,9,19,18,16,17
15253,28665,20,6,19,8,16,17
15360,28772,20,17,19,1,16,17
15375,28787,20,30,19,9,16,17
15730,29142,20,29,19,5,16,17
15733,29145,20,4,19,14,16,17
15894,29306,20,6,19,20,16,16
15110,28522,21,28,19,1,16,17
15222,28634,21,19,19,7,16,17
15283,28695,21,24,19,15,16,17
15449,28861,21,18,19,14,16,17
15121,28533,22,28,19,21,16,16
15285,28697,22,6,19,24,16,16
15064,28476,24,4,19,2,16,17
15767,29179,24,26,19,4,16,17
15912,29324,24,16,19,12,16,17
15361,28773,25,14,19,12,16,17
15436,28848,25,19,19,4,16,17
15515,28927,27,25,19,6,16,17
15917,29329,27,4,19,23,16,16
15763,29175,28,21,19,1,16,17
15876,29288,28,13,19,22,16,16
15877,29289,28,4,19,13,16,17
15055,28467,30,23,19,13,16,17
15879,29291,30,10,19,24,16,16
15346,28758,2,25,20,14,16,17
15047,28459,3,2,20,3,16,17
15960,29372,3,24,20,17,16,17
15035,28447,4,10,20,17,16,17
15234,28646,4,18,20,12,16,17
15544,28956,4,5,20,8,16,17
15781,29193,5,19,20,12,16,17
15905,29317,5,15,20,8,16,17
15976,29388,6,17,20,5,16,17
15321,28733,7,8,20,14,16,17
15857,29269,8,19,20,21,16,16
15447,28859,9,5,20,23,16,16
15802,29214,9,5,20,11,16,17
15105,28517,11,19,20,23,16,16
15494,28906,11,5,20,17,16,17
15635,29047,11,6,20,19,16,17
15900,29312,11,10,20,3,16,17
14996,28408,12,17,20,12,16,17
15598,29010,14,13,20,2,16,17
15762,29174,14,30,20,22,16,16
15785,29197,14,25,20,22,16,16
15343,28755,16,2,20,17,16,17
15621,29033,16,20,20,23,16,16
15067,28479,17,30,20,13,16,17
15414,28826,17,7,20,22,16,16
15070,28482,18,2,20,2,16,17
15365,28777,18,5,20,18,16,17
15719,29131,18,5,20,15,16,17
15124,28536,20,30,20,5,16,17
15233,28645,20,11,20,5,16,17
15006,28418,21,11,20,19,16,17
15443,28855,21,20,20,7,16,17
15153,28565,22,29,20,18,16,17
15794,29206,23,19,20,15,16,17
15208,28620,24,29,20,24,16,16
15401,28813,24,8,20,10,16,17
15410,28822,24,19,20,13,16,17
15923,29335,24,27,20,4,16,17
15144,28556,27,25,20,2,16,17
15540,28952,27,25,20,17,16,17
15087,28499,29,4,20,7,16,17
15147,28559,29,16,20,6,16,17
15235,28647,29,23,20,19,16,17
15646,29058,30,27,20,23,16,16
15017,28429,1,27,21,24,16,16
15404,28816,1,12,21,6,16,17
15647,29059,1,10,21,7,16,17
15743,29155,1,11,21,4,16,17
15424,28836,2,23,21,16,16,17
15400,28812,3,8,21,1,16,17
15001,28413,4,3,21,23,16,16
15756,29168,4,20,21,1,16,17
15470,28882,5,25,21,19,16,17
15553,28965,6,29,21,14,16,17
15683,29095,6,13,21,13,16,17
15791,29203,6,18,21,3,16,17
15764,29176,7,29,21,13,16,17
15304,28716,9,2,21,23,16,16
15312,28724,12,21,21,22,16,16
15059,28471,13,17,21,24,16,16
15585,28997,13,5,21,18,16,17
15612,29024,13,27,21,23,16,16
15391,28803,14,13,21,22,16,16
15782,29194,14,3,21,19,16,17
15904,29316,15,7,21,24,16,16
15037,28449,16,23,21,7,16,17
15755,29167,16,8,21,23,16,16
15056,28468,17,14,21,18,16,17
15297,28709,17,13,21,18,16,17
15682,29094,17,8,21,24,16,16
15716,29128,18,11,21,1,16,17
15097,28509,19,11,21,1,16,17
15657,29069,20,5,21,23,16,16
15372,28784,21,22,21,9,16,17
15595,29007,22,13,21,13,16,17
15678,29090,22,18,21,24,16,16
15742,29154,22,17,21,5,16,17
15939,29351,22,6,21,8,16,17
15111,28523,23,15,21,13,16,17
15270,28682,24,20,21,19,16,17
15930,29342,24,28,21,9,16,17
15141,28553,25,18,21,18,16,17
15247,28659,25,13,21,19,16,17
15248,28660,25,4,21,19,16,17
15071,28483,26,13,21,24,16,16
15277,28689,26,21,21,7,16,17
15948,29360,27,22,21,2,16,17
15739,29151,29,15,21,22,16,16
15170,28582,30,8,21,17,16,17
15179,28591,30,12,21,2,16,17
15366,28778,30,27,21,11,16,17
15469,28881,2,10,22,24,16,16
15774,29186,2,28,22,9,16,17
15638,29050,3,21,22,20,16,17
15664,29076,3,27,22,18,16,17
15783,29195,3,14,22,10,16,17
15020,28432,4,2,22,15,16,17
15882,29294,5,8,22,2,16,17
15468,28880,6,29,22,2,16,17
15813,29225,7,21,22,17,16,17
15964,29376,7,16,22,20,16,17
15707,29119,9,21,22,5,16,17
15843,29255,9,16,22,8,16,17
15872,29284,9,25,22,24,16,16
15724,29136,11,21,22,19,16,17
15156,28568,12,11,22,20,16,17
15715,29127,13,5,22,10,16,17
15451,28863,14,25,22,10,16,17
15854,29266,14,27,22,3,16,17
15376,28788,15,4,22,4,16,17
15705,29117,15,23,22,19,16,17
15521,28933,16,22,22,23,16,16
15727,29139,16,15,22,8,16,17
15195,28607,17,1,22,2,16,17
15974,29386,17,4,22,6,16,17
15355,28767,18,26,22,10,16,17
15884,29296,18,27,22,19,16,17
15836,29248,20,26,22,19,16,17
15455,28867,21,19,22,15,16,17
15013,28425,22,12,22,3,16,17
15578,28990,23,25,22,7,16,17
15534,28946,24,9,22,9,16,17
15844,29256,24,7,22,20,16,17
15970,29382,24,12,22,3,16,17
15714,29126,26,16,22,9,16,17
15046,28458,27,7,22,15,16,17
15306,28718,27,22,22,11,16,17
15609,29021,27,25,22,9,16,17
15076,28488,30,14,22,10,16,17
15448,28860,30,14,22,3,16,17
15154,28566,1,20,23,1,16,17
15200,28612,1,10,23,15,16,17
15317,28729,1,2,23,17,16,17
15177,28589,2,4,23,21,16,17
15454,28866,3,4,23,22,16,17
15133,28545,4,9,23,17,16,17
15053,28465,5,1,23,16,16,17
15060,28472,5,1,23,5,16,17
15402,28814,5,7,23,7,16,17
15458,28870,5,11,23,11,16,17
15634,29046,7,6,23,7,16,17
15875,29287,8,24,23,11,16,17
15921,29333,11,25,23,5,16,17
15069,28481,12,5,23,18,16,17
15115,28527,12,21,23,20,16,17
15523,28935,13,1,23,21,16,17
15463,28875,14,10,23,19,16,17
15344,28756,15,26,23,22,16,17
15369,28781,17,16,23,24,16,16
15575,28987,17,14,23,18,16,17
15800,29212,18,20,23,1,16,17
15832,29244,18,15,23,22,16,17
15518,28930,19,16,23,19,16,17
15096,28508,20,29,23,2,16,17
15758,29170,20,2,23,7,16,17
15022,28434,22,26,23,12,16,17
15260,28672,23,16,23,15,16,17
15320,28732,23,16,23,4,16,17
15740,29152,23,5,23,21,16,17
15941,29353,23,30,23,20,16,17
15308,28720,24,28,23,21,16,17
15157,28569,27,22,23,17,16,17
15728,29140,29,8,23,20,16,17
15242,28654,30,24,23,4,16,17
15282,28694,3,9,24,6,16,17
15289,28701,3,5,24,5,16,17
15817,29229,4,20,24,20,16,17
15937,29349,4,7,24,4,16,17
15126,28538,5,2,24,1,16,17
15966,29378,5,12,24,22,16,17
15197,28609,6,23,24,18,16,17
15482,28894,6,23,24,13,16,17
15092,28504,7,16,24,13,16,17
15380,28792,7,15,24,20,16,17
15746,29158,7,12,24,2,16,17
15803,29215,7,26,24,1,16,17
15427,28839,8,27,24,16,16,17
15511,28923,8,20,24,8,16,17
15608,29020,8,15,24,16,16,17
15963,29375,8,11,24,16,16,17
15965,29377,9,25,24,21,16,17
15081,28493,11,14,24,4,16,17
15180,28592,12,24,24,6,16,17
15786,29198,12,11,24,3,16,17
15977,29389,12,21,24,20,16,17
15442,28854,13,16,24,10,16,17
15721,29133,13,4,24,19,16,17
15313,28725,14,22,24,15,16,17
15444,28856,14,18,24,4,16,17
15123,28535,15,23,24,12,16,17
15622,29034,16,15,24,3,16,17
15935,29347,17,9,24,17,16,17
15296,28708,18,7,24,18,16,17
15393,28805,18,29,24,9,16,17
15409,28821,18,12,24,5,16,17
15508,28920,18,16,24,4,16,17
15048,28460,19,16,24,18,16,17
15227,28639,19,18,24,9,16,17
15418,28830,19,1,24,3,16,17
15510,28922,19,22,24,1,16,17
15139,28551,20,28,24,3,16,17
15479,28891,20,12,24,5,16,17
15603,29015,20,19,24,15,16,17
15653,29065,22,6,24,12,16,17
15959,29371,23,28,24,11,16,17
15472,28884,25,10,24,18,16,17
15602,29014,25,4,24,21,16,17
15717,29129,25,12,24,13,16,17
15861,29273,26,5,24,3,16,17
15943,29355,26,19,24,6,16,17
15223,28635,30,15,24,7,16,17
15230,28642,30,7,24,17,16,17
15370,28782,30,16,24,3,16,17
16221,29633,1,21,1,18,17,17
16476,29888,1,23,1,15,17,17
16793,30205,1,5,1,19,17,17
16021,29433,2,29,1,11,17,17
16729,30141,2,19,1,15,17,17
16034,29446,3,9,1,19,17,17
16723,30135,3,28,1,18,17,17
16258,29670,5,4,1,6,17,17
16776,30188,7,10,1,6,17,17
16831,30243,9,4,1,12,17,17
16598,30010,12,11,1,10,17,17
16859,30271,12,18,1,22,17,17
16684,30096,13,30,1,4,17,17
16685,30097,13,14,1,23,17,17
16782,30194,13,4,1,18,17,17
16834,30246,13,11,1,8,17,17
16632,30044,14,24,1,4,17,17
16235,29647,15,7,1,14,17,17
16244,29656,15,18,1,19,17,17
16555,29967,15,25,1,17,17,17
16711,30123,15,13,1,21,17,17
16658,30070,18,16,1,3,17,17
16953,30365,18,24,1,24,17,17
16545,29957,19,14,1,21,17,17
16894,30306,19,3,1,21,17,17
16064,29476,20,13,1,8,17,17
16280,29692,20,13,1,4,17,17
16304,29716,20,8,1,16,17,17
16613,30025,20,16,1,19,17,17
16385,29797,21,15,1,6,17,17
16442,29854,21,20,1,4,17,17
16533,29945,21,13,1,16,17,17
16164,29576,22,20,1,10,17,17
16689,30101,22,30,1,19,17,17
16980,30392,22,3,1,11,17,17
16069,29481,23,3,1,9,17,17
16425,29837,23,27,1,11,17,17
16478,29890,23,3,1,13,17,17
16541,29953,23,22,1,19,17,17
16790,30202,23,22,1,14,17,17
16222,29634,24,12,1,22,17,17
16539,29951,24,1,1,2,17,17
16802,30214,25,13,1,20,17,17
16273,29685,26,14,1,24,17,17
16536,29948,26,20,1,8,17,17
16058,29470,29,3,1,15,17,17
16323,29735,29,27,1,4,17,17
16407,29819,29,26,1,11,17,17
16848,30260,29,14,1,7,17,17
